run_index,run_key,category,condition_name,attack,defense,split_name,optimizer_name,protected_attr,seed,stopped_reason,finished_round,total_duration_sec,final_val_accuracy,final_val_demographic_parity_gap,final_val_equalized_odds_gap
157,r157__A4_D5__split_dirichlet_0_5__opt_sgd__attr_race_bin__seed_42,attack_defense,A4_D5,A4,D5,dirichlet_0_5,sgd,race_bin,42,completed,30,231.45148134231567,0.45625879043600565,0.06340183661719456,0.07623269642059749
158,r158__A4_D5__split_dirichlet_0_5__opt_adamw__attr_race_bin__seed_42,attack_defense,A4_D5,A4,D5,dirichlet_0_5,adamw,race_bin,42,completed,30,223.59638166427612,0.8992967651195499,0.0522218451091101,0.09515251070956934
159,r159__A4_D5__split_dirichlet_0_5__opt_fedprox__attr_race_bin__seed_42,attack_defense,A4_D5,A4,D5,dirichlet_0_5,fedprox,race_bin,42,completed,30,269.73353242874146,0.4531645569620253,0.06649114875829787,0.08171461138922187
160,r160__A4_D5__split_strict_non_iid__opt_sgd__attr_race_bin__seed_42,attack_defense,A4_D5,A4,D5,strict_non_iid,sgd,race_bin,42,completed,30,237.15592312812805,0.45232067510548524,0.06200060185420553,0.08445850666290622
161,r161__A4_D5__split_strict_non_iid__opt_adamw__attr_race_bin__seed_42,attack_defense,A4_D5,A4,D5,strict_non_iid,adamw,race_bin,42,completed,30,243.43076276779175,0.49985935302391,0.021514570230751984,0.023126227976938196
162,r162__A4_D5__split_strict_non_iid__opt_fedprox__attr_race_bin__seed_42,attack_defense,A4_D5,A4,D5,strict_non_iid,fedprox,race_bin,42,completed,30,269.6284086704254,0.4520393811533052,0.06668489634504116,0.0826312016733648
163,r163__A5_D3__split_iid__opt_sgd__attr_race_bin__seed_42,attack_defense,A5_D3,A5,D3,iid,sgd,race_bin,42,completed,30,251.76116609573364,0.45457102672292543,0.06419056792776656,0.07920133258125928
164,r164__A5_D3__split_iid__opt_adamw__attr_race_bin__seed_42,attack_defense,A5_D3,A5,D3,iid,adamw,race_bin,42,completed,30,259.2719557285309,0.9344585091420534,0.013319459540419742,0.037916706928205625
165,r165__A5_D3__split_iid__opt_fedprox__attr_race_bin__seed_42,attack_defense,A5_D3,A5,D3,iid,fedprox,race_bin,42,completed,30,249.9777317047119,0.45457102672292543,0.05930565536838839,0.07416302380784512
166,r166__A5_D3__split_dirichlet_0_5__opt_sgd__attr_race_bin__seed_42,attack_defense,A5_D3,A5,D3,dirichlet_0_5,sgd,race_bin,42,completed,30,247.38721561431885,0.4520393811533052,0.0635574530299512,0.07690691908152958
167,r167__A5_D3__split_dirichlet_0_5__opt_adamw__attr_race_bin__seed_42,attack_defense,A5_D3,A5,D3,dirichlet_0_5,adamw,race_bin,42,completed,30,259.76929569244385,0.9257383966244725,0.031554748808314936,0.06647985312590587
168,r168__A5_D3__split_dirichlet_0_5__opt_fedprox__attr_race_bin__seed_42,attack_defense,A5_D3,A5,D3,dirichlet_0_5,fedprox,race_bin,42,completed,30,262.9679012298584,0.45879043600562586,0.06129500337340654,0.07326406025993559
169,r169__A5_D3__split_strict_non_iid__opt_sgd__attr_race_bin__seed_42,attack_defense,A5_D3,A5,D3,strict_non_iid,sgd,race_bin,42,completed,30,267.72652769088745,0.4542897327707454,0.06589616503446916,0.07806000141013891
170,r170__A5_D3__split_strict_non_iid__opt_adamw__attr_race_bin__seed_42,attack_defense,A5_D3,A5,D3,strict_non_iid,adamw,race_bin,42,completed,30,251.83381628990173,0.5170182841068917,0.0006849870354008445,0.0016025641025641025
